reqStreamId, pushStreamId,face_req_time,face_end_time,face_dow_thrp,face_late,face_cancel, iter_id,sid,fid,layerId, face_br,face_size,face_ini_weight
69,0,2593.20,-19139031.72,-0.00,0,1,8,2,3,3,242,0.00,20.00
71,0,2593.20,-19139031.72,-0.00,0,1,8,2,4,3,242,0.00,20.00
73,0,2593.20,-19139031.72,-0.00,0,1,8,2,1,3,242,0.00,20.00
75,0,2593.20,-19139031.72,-0.00,0,1,8,2,23,3,242,0.00,20.00
77,0,2593.20,-19139031.72,-0.00,0,1,8,2,21,3,242,0.00,20.00
79,0,2906.35,3224.09,3663.40,0,0,9,8,0,0,1164,1164.00,20.00
81,0,3224.25,3238.66,4372.27,0,0,10,3,2,1,63,63.00,20.00
83,0,3224.25,3252.76,2209.60,0,0,10,3,4,1,63,63.00,20.00
85,0,3224.25,3267.30,1463.65,0,0,10,3,3,1,63,63.00,20.00
87,0,3224.25,3277.68,1179.18,0,0,10,3,1,1,63,63.00,20.00
89,0,3224.26,3292.76,919.61,0,0,10,3,23,1,63,63.00,20.00
91,0,3224.26,3306.97,761.68,0,0,10,3,21,1,63,63.00,20.00
93,0,3224.26,3320.58,654.04,0,0,10,3,16,1,63,63.00,20.00
95,0,3224.26,3331.69,586.42,0,0,10,3,10,1,63,63.00,20.00
97,0,3224.26,3346.50,515.36,0,0,10,3,14,1,63,63.00,20.00
99,0,3224.26,3370.93,784.04,0,0,10,3,2,2,115,115.00,20.00
101,0,3224.26,3392.38,684.01,0,0,10,3,4,2,115,115.00,20.00
103,0,3224.26,3418.77,591.22,0,0,10,3,3,2,115,115.00,20.00
105,0,3224.26,3444.30,522.62,0,0,10,3,1,2,115,115.00,20.00
107,0,3224.26,3468.55,470.74,0,0,10,3,23,2,115,115.00,20.00
109,0,3224.26,3489.54,433.50,0,0,10,3,21,2,115,115.00,20.00
111,0,3224.26,3513.90,397.04,0,0,10,3,16,2,115,115.00,20.00
113,0,3224.26,3538.11,366.42,0,0,10,3,10,2,115,115.00,20.00
115,0,3224.26,3561.56,340.94,0,0,10,3,14,2,115,115.00,20.00
117,0,3224.26,3612.08,624.00,0,0,10,3,2,3,242,242.00,20.00
119,0,3224.26,3664.10,550.20,0,0,10,3,4,3,242,242.00,20.00
121,0,3224.26,3714.87,493.27,0,0,10,3,3,3,242,242.00,20.00
123,0,3224.26,3763.25,448.99,0,0,10,3,1,3,242,242.00,20.00
125,0,3763.34,4011.60,4688.63,0,0,11,9,0,0,1164,1164.00,20.00
127,0,4011.76,4025.48,4591.17,0,0,12,4,2,1,63,63.00,20.00
129,0,4011.76,4039.61,2261.87,0,0,12,4,4,1,63,63.00,20.00
131,0,4011.76,4054.38,1477.90,0,0,12,4,3,1,63,63.00,20.00
133,0,4011.76,4064.01,1205.56,0,0,12,4,1,1,63,63.00,20.00
135,0,4011.76,4078.64,941.89,0,0,12,4,23,1,63,63.00,20.00
137,0,4011.76,4092.95,775.92,0,0,12,4,21,1,63,63.00,20.00
139,0,4011.76,4107.95,654.91,0,0,12,4,16,1,63,63.00,20.00
141,0,4011.76,4118.62,589.52,0,0,12,4,10,1,63,63.00,20.00
143,0,4011.76,4133.35,518.12,0,0,12,4,14,1,63,63.00,20.00
145,0,4011.76,4157.11,791.20,0,0,12,4,2,2,115,115.00,20.00
147,0,4011.76,4178.67,688.99,0,0,12,4,4,2,115,115.00,20.00
149,0,4011.76,4202.86,601.77,0,0,12,4,3,2,115,115.00,20.00
151,0,4011.76,4230.89,524.81,0,0,12,4,1,2,115,115.00,20.00
153,0,4011.76,4254.89,473.00,0,0,12,4,23,2,115,115.00,20.00
155,0,4011.76,4279.23,429.96,0,0,12,4,21,2,115,115.00,20.00
157,0,4011.76,4300.50,398.29,0,0,12,4,16,2,115,115.00,20.00
159,0,4011.76,4324.72,367.46,0,0,12,4,10,2,115,115.00,20.00
161,0,4011.76,4351.09,338.90,0,0,12,4,14,2,115,115.00,20.00
163,0,4011.76,4400.76,622.11,0,0,12,4,2,3,242,242.00,20.00
165,0,4011.76,4453.26,548.13,0,0,12,4,4,3,242,242.00,20.00
167,0,4011.76,4501.23,494.41,0,0,12,4,3,3,242,242.00,20.00
169,0,4011.76,4551.98,447.96,0,0,12,4,1,3,242,242.00,20.00
171,0,4552.08,4799.42,4705.94,0,0,13,10,0,0,1164,1164.00,20.00
173,0,4999.76,5013.61,4548.41,0,0,14,5,2,1,63,63.00,20.00
175,0,4999.76,5027.82,2245.19,0,0,14,5,3,1,63,63.00,20.00
177,0,4999.76,5042.36,1478.87,0,0,14,5,4,1,63,63.00,20.00
179,0,4999.77,5052.21,1201.19,0,0,14,5,1,1,63,63.00,20.00
181,0,4999.77,5066.75,940.57,0,0,14,5,23,1,63,63.00,20.00
183,0,4999.77,5081.44,771.32,0,0,14,5,21,1,63,63.00,20.00
185,0,4999.77,5096.03,654.44,0,0,14,5,16,1,63,63.00,20.00
187,0,4999.77,5105.33,596.79,0,0,14,5,14,1,63,63.00,20.00
189,0,4999.77,5121.68,516.77,0,0,14,5,10,1,63,63.00,20.00
191,0,4999.77,5145.58,788.68,0,0,14,5,2,2,115,115.00,20.00
193,0,4999.77,5166.99,687.72,0,0,14,5,3,2,115,115.00,20.00
195,0,4999.77,5191.35,600.27,0,0,14,5,4,2,115,115.00,20.00
197,0,4999.77,5215.82,532.27,0,0,14,5,1,2,115,115.00,20.00
199,0,4999.77,5241.30,476.12,0,0,14,5,23,2,115,115.00,20.00
201,0,4999.77,5268.14,428.52,0,0,14,5,21,2,115,115.00,20.00
203,0,4999.77,5291.84,393.74,0,0,14,5,16,2,115,115.00,20.00
205,0,4999.77,5316.29,363.32,0,0,14,5,14,2,115,115.00,20.00
207,0,4999.77,5339.61,338.39,0,0,14,5,10,2,115,115.00,20.00
209,0,4999.77,5387.52,624.12,0,0,14,5,2,3,242,242.00,20.00
211,0,4999.77,5441.67,547.64,0,0,14,5,3,3,242,242.00,20.00
213,0,4999.77,5488.23,495.43,0,0,14,5,4,3,242,242.00,20.00
215,0,4999.77,5542.81,445.64,0,0,14,5,1,3,242,242.00,20.00
217,0,4999.77,5593.53,407.57,0,0,14,5,23,3,242,242.00,20.00
219,0,4999.77,5642.92,376.28,0,0,14,5,21,3,242,242.00,20.00
221,0,5642.97,5888.31,4744.49,0,0,15,11,0,0,1164,1164.00,20.00
223,0,5988.57,6002.55,4508.70,0,0,16,6,2,1,63,63.00,20.00
225,0,5988.57,6017.29,2193.75,0,0,16,6,3,1,63,63.00,20.00
227,0,5988.57,6031.82,1456.88,0,0,16,6,4,1,63,63.00,20.00
229,0,5988.58,6041.62,1187.76,0,0,16,6,1,1,63,63.00,20.00
231,0,5988.58,6055.47,941.75,0,0,16,6,23,1,63,63.00,20.00
233,0,5988.58,6069.89,774.76,0,0,16,6,21,1,63,63.00,20.00
235,0,5988.58,6084.53,656.54,0,0,16,6,16,1,63,63.00,20.00
237,0,5988.58,6097.31,579.41,0,0,16,6,14,1,63,63.00,20.00
239,0,5988.58,6108.78,524.14,0,0,16,6,10,1,63,63.00,20.00
241,0,5988.58,6132.10,801.26,0,0,16,6,2,2,115,115.00,20.00
243,0,5988.58,6159.10,674.41,0,0,16,6,3,2,115,115.00,20.00
245,0,5988.58,6182.30,593.64,0,0,16,6,4,2,115,115.00,20.00
247,0,5988.58,6207.04,526.41,0,0,16,6,1,2,115,115.00,20.00
249,0,5988.58,6230.85,474.67,0,0,16,6,23,2,115,115.00,20.00
251,0,5988.58,6256.26,429.61,0,0,16,6,21,2,115,115.00,20.00
253,0,5988.58,6280.75,393.60,0,0,16,6,16,2,115,115.00,20.00
255,0,5988.58,6302.11,366.79,0,0,16,6,14,2,115,115.00,20.00
257,0,5988.58,6326.07,340.75,0,0,16,6,10,2,115,115.00,20.00
259,0,5988.58,6378.29,620.98,0,0,16,6,2,3,242,242.00,20.00
261,0,5988.58,6429.02,549.46,0,0,16,6,3,3,242,242.00,20.00
263,0,5988.58,6480.79,491.67,0,0,16,6,4,3,242,242.00,20.00
265,0,5988.58,6531.16,446.02,0,0,16,6,1,3,242,242.00,20.00
267,0,5988.58,6580.87,408.58,0,0,16,6,23,3,242,242.00,20.00
269,0,5988.58,6631.62,376.34,0,0,16,6,21,3,242,242.00,20.00
271,0,6631.68,6879.00,4706.43,0,0,17,12,0,0,1164,1164.00,20.00
273,0,6979.20,6993.18,4507.41,0,0,18,7,2,1,63,63.00,20.00
275,0,6979.21,7007.40,2234.84,0,0,18,7,3,1,63,63.00,20.00
277,0,6979.21,7022.50,1455.30,0,0,18,7,4,1,63,63.00,20.00
279,0,6979.21,7032.27,1187.18,0,0,18,7,1,1,63,63.00,20.00
281,0,6979.21,7046.17,940.78,0,0,18,7,23,1,63,63.00,20.00
283,0,6979.21,7060.68,773.23,0,0,18,7,21,1,63,63.00,20.00
285,0,6979.21,7075.65,653.27,0,0,18,7,16,1,63,63.00,20.00
287,0,6979.21,7088.93,574.19,0,0,18,7,14,1,63,63.00,20.00
289,0,6979.21,7099.53,523.59,0,0,18,7,10,1,63,63.00,20.00
291,0,6979.21,7122.93,800.14,0,0,18,7,2,2,115,115.00,20.00
293,0,6979.21,7149.17,676.62,0,0,18,7,3,2,115,115.00,20.00
295,0,6979.21,7173.49,591.92,0,0,18,7,4,2,115,115.00,20.00
297,0,6979.21,7199.34,522.43,0,0,18,7,1,2,115,115.00,20.00
299,0,6979.21,7223.21,471.32,0,0,18,7,23,2,115,115.00,20.00
301,0,6979.21,7247.65,428.41,0,0,18,7,21,2,115,115.00,20.00
303,0,6979.21,7268.75,397.19,0,0,18,7,16,2,115,115.00,20.00
305,0,6979.21,7295.68,363.38,0,0,18,7,14,2,115,115.00,20.00
307,0,6979.21,7319.59,337.86,0,0,18,7,10,2,115,115.00,20.00
309,0,6979.21,7369.35,620.29,0,0,18,7,2,3,242,242.00,20.00
311,0,6979.21,7420.23,548.73,0,0,18,7,3,3,242,242.00,20.00
313,0,6979.21,7467.72,495.39,0,0,18,7,4,3,242,242.00,20.00
315,0,6979.21,7521.65,446.14,0,0,18,7,1,3,242,242.00,20.00
317,0,6979.21,7570.43,409.32,0,0,18,7,23,3,242,242.00,20.00
319,0,6979.22,7622.13,376.41,0,0,18,7,21,3,242,242.00,20.00
321,0,7622.18,7867.41,4746.66,0,0,19,13,0,0,1164,1164.00,20.00
323,0,7967.94,7981.94,4499.36,0,0,20,8,2,1,63,63.00,20.00
325,0,7967.94,7996.02,2244.23,0,0,20,8,3,1,63,63.00,20.00
327,0,7967.94,8010.82,1469.25,0,0,20,8,4,1,63,63.00,20.00
329,0,7967.94,8020.49,1199.04,0,0,20,8,1,1,63,63.00,20.00
331,0,7967.94,8034.15,951.62,0,0,20,8,23,1,63,63.00,20.00
333,0,7967.94,8048.45,782.56,0,0,20,8,21,1,63,63.00,20.00
335,0,7967.95,8063.05,662.43,0,0,20,8,16,1,63,63.00,20.00
337,0,7967.95,8078.17,571.55,0,0,20,8,14,1,63,63.00,20.00
339,0,7967.95,8087.45,527.18,0,0,20,8,10,1,63,63.00,20.00
341,0,7967.95,8111.06,803.58,0,0,20,8,2,2,115,115.00,20.00
343,0,7967.95,8135.30,687.16,0,0,20,8,3,2,115,115.00,20.00
345,0,7967.95,8163.02,589.53,0,0,20,8,4,2,115,115.00,20.00
347,0,7967.95,8187.31,524.25,0,0,20,8,1,2,115,115.00,20.00
349,0,7967.95,8211.42,472.34,0,0,20,8,23,2,115,115.00,20.00
351,0,7967.95,8235.69,429.51,0,0,20,8,21,2,115,115.00,20.00
353,0,7967.95,8260.10,393.63,0,0,20,8,16,2,115,115.00,20.00
355,0,7967.95,8282.60,365.48,0,0,20,8,14,2,115,115.00,20.00
357,0,7967.95,8306.98,339.20,0,0,20,8,10,2,115,115.00,20.00
359,0,7967.95,8355.01,625.23,0,0,20,8,2,3,242,242.00,20.00
361,0,7967.95,8407.43,550.65,0,0,20,8,3,3,242,242.00,20.00
363,0,7967.95,8457.83,493.99,0,0,20,8,4,3,242,242.00,20.00
365,0,7967.95,8509.54,446.83,0,0,20,8,1,3,242,242.00,20.00
367,0,7967.95,8560.56,408.37,0,0,20,8,23,3,242,242.00,20.00
369,0,7967.95,8612.02,375.74,0,0,20,8,21,3,242,242.00,20.00
371,0,8612.07,8858.79,4717.88,0,0,21,14,0,0,1164,1164.00,20.00
373,0,8959.07,8972.96,4537.27,0,0,22,9,21,1,63,63.00,20.00
375,0,8959.07,8987.00,2255.80,0,0,22,9,4,1,63,63.00,20.00
377,0,8959.07,9002.20,1460.90,0,0,22,9,2,1,63,63.00,20.00
379,0,8959.07,9011.50,1201.60,0,0,22,9,23,1,63,63.00,20.00
381,0,8959.07,9025.82,943.88,0,0,22,9,10,1,63,63.00,20.00
383,0,8959.07,9040.32,775.43,0,0,22,9,1,1,63,63.00,20.00
385,0,8959.07,9051.00,685.37,0,0,22,9,3,1,63,63.00,20.00
387,0,8959.07,9068.22,577.21,0,0,22,9,16,1,63,63.00,20.00
389,0,8959.08,9090.21,876.98,0,0,22,9,21,2,115,115.00,20.00
391,0,8959.08,9116.58,730.13,0,0,22,9,4,2,115,115.00,20.00
393,0,8959.08,9140.90,632.48,0,0,22,9,2,2,115,115.00,20.00
395,0,8959.08,9163.81,561.71,0,0,22,9,23,2,115,115.00,20.00
397,0,8959.08,9185.82,507.17,0,0,22,9,10,2,115,115.00,20.00
399,0,8959.08,9209.73,458.81,0,0,22,9,1,2,115,115.00,20.00
401,0,8959.08,9236.17,415.02,0,0,22,9,3,2,115,115.00,20.00
403,0,8959.08,9260.39,381.67,0,0,22,9,16,2,115,115.00,20.00
405,0,8959.08,9312.43,684.86,0,0,22,9,21,3,242,242.00,20.00
407,0,8959.08,9362.87,599.31,0,0,22,9,4,3,242,242.00,20.00
409,0,8959.08,9410.00,536.68,0,0,22,9,2,3,242,242.00,20.00
411,0,8959.08,9460.79,482.35,0,0,22,9,23,3,242,242.00,20.00
413,0,8959.08,9685.37,333.20,0,0,22,9,10,3,242,242.00,20.00
417,0,9439.38,9709.55,233.19,0,0,22,9,9,1,63,63.00,10.00
423,0,9439.38,9709.60,233.14,0,0,22,9,12,1,63,63.00,10.00
429,0,9439.38,9709.62,233.13,0,0,22,9,22,1,63,63.00,10.00
419,0,9439.38,9780.68,336.94,0,0,22,9,9,2,115,115.00,10.00
425,0,9439.38,9780.71,336.91,0,0,22,9,12,2,115,115.00,10.00
431,0,9439.38,9780.73,336.90,0,0,22,9,22,2,115,115.00,10.00
415,0,8959.08,9822.56,280.26,0,0,22,9,1,3,242,242.00,20.00
421,0,9439.38,9829.36,620.54,0,0,22,9,9,3,242,242.00,10.00
427,0,9439.38,9829.38,620.51,0,0,22,9,12,3,242,242.00,10.00
433,0,9439.38,9829.39,620.49,0,0,22,9,22,3,242,242.00,10.00
435,0,9829.46,10072.20,4795.37,0,0,23,15,0,0,1164,1164.00,20.00
437,0,10072.40,10087.06,4297.99,0,0,24,10,2,1,63,63.00,20.00
439,0,10072.40,10100.84,2214.96,0,0,24,10,23,1,63,63.00,20.00
441,0,10072.40,10116.11,1441.42,0,0,24,10,21,1,63,63.00,20.00
443,0,10072.40,10125.35,1189.69,0,0,24,10,10,1,63,63.00,20.00
445,0,10072.40,10140.88,919.96,0,0,24,10,4,1,63,63.00,20.00
447,0,10072.40,10154.18,770.39,0,0,24,10,22,1,63,63.00,20.00
449,0,10072.40,10168.82,653.40,0,0,24,10,9,1,63,63.00,20.00
451,0,10072.40,10178.66,592.87,0,0,24,10,24,1,63,63.00,20.00
453,0,10072.40,10192.22,525.82,0,0,24,10,1,1,63,63.00,20.00
455,0,10072.40,10206.87,468.51,0,0,24,10,12,1,63,63.00,20.00
457,0,10072.40,10230.63,726.80,0,0,24,10,2,2,115,115.00,20.00
459,0,10072.40,10254.40,631.89,0,0,24,10,23,2,115,115.00,20.00
461,0,10072.40,10278.60,557.72,0,0,24,10,21,2,115,115.00,20.00
463,0,10072.40,10302.49,499.80,0,0,24,10,10,2,115,115.00,20.00
465,0,10072.40,10325.98,453.51,0,0,24,10,4,2,115,115.00,20.00
467,0,10072.40,10350.30,413.83,0,0,24,10,22,2,115,115.00,20.00
469,0,10072.40,10376.37,378.34,0,0,24,10,9,2,115,115.00,20.00
471,0,10072.41,10400.64,350.35,0,0,24,10,24,2,115,115.00,20.00
473,0,10072.41,10425.33,325.85,0,0,24,10,1,2,115,115.00,20.00
475,0,10072.41,10449.49,304.97,0,0,24,10,12,2,115,115.00,20.00
477,0,10072.41,10501.42,564.09,0,0,24,10,2,3,242,242.00,20.00
479,0,10072.41,10547.55,509.32,0,0,24,10,23,3,242,242.00,20.00
481,0,10072.41,10684.10,395.62,0,0,24,10,21,3,242,242.00,20.00
487,0,10496.41,10701.48,307.22,0,0,24,10,16,1,63,63.00,10.00
489,0,10496.41,10754.90,444.90,0,0,24,10,16,2,115,115.00,10.00
483,0,10072.41,10792.27,336.17,0,0,24,10,10,3,242,242.00,20.00
491,0,10496.41,10846.01,692.22,0,0,24,10,16,3,242,242.00,10.00
485,0,10072.41,10872.36,302.52,0,0,24,10,4,3,242,242.00,20.00
493,0,10496.41,10892.02,1220.92,0,0,24,10,16,4,483,483.00,10.00
495,0,10892.08,11134.91,4793.38,0,0,25,16,0,0,1164,1164.00,20.00
497,0,11135.10,11149.53,4367.11,0,0,26,11,23,1,63,63.00,20.00
499,0,11135.10,11163.24,2239.20,0,0,26,11,21,1,63,63.00,20.00
501,0,11135.10,11177.85,1473.75,0,0,26,11,2,1,63,63.00,20.00
503,0,11135.10,11187.60,1200.05,0,0,26,11,4,1,63,63.00,20.00
505,0,11135.10,11202.26,938.13,0,0,26,11,22,1,63,63.00,20.00
507,0,11135.10,11218.49,755.54,0,0,26,11,24,1,63,63.00,20.00
509,0,11135.10,11228.64,673.55,0,0,26,11,10,1,63,63.00,20.00
511,0,11135.10,11242.74,585.32,0,0,26,11,16,1,63,63.00,20.00
513,0,11135.10,11267.63,867.78,0,0,26,11,23,2,115,115.00,20.00
515,0,11135.10,11292.62,730.08,0,0,26,11,21,2,115,115.00,20.00
517,0,11135.10,11316.93,632.46,0,0,26,11,2,2,115,115.00,20.00
519,0,11135.10,11338.08,566.57,0,0,26,11,4,2,115,115.00,20.00
521,0,11135.10,11362.39,505.97,0,0,26,11,22,2,115,115.00,20.00
523,0,11135.11,11385.43,459.40,0,0,26,11,24,2,115,115.00,20.00
525,0,11135.11,11409.67,418.84,0,0,26,11,10,2,115,115.00,20.00
527,0,11135.11,11434.19,384.51,0,0,26,11,16,2,115,115.00,20.00
529,0,11135.11,11484.35,692.94,0,0,26,11,23,3,242,242.00,20.00
531,0,11135.11,11538.52,599.89,0,0,26,11,21,3,242,242.00,20.00
533,0,11135.11,11590.29,531.66,0,0,26,11,2,3,242,242.00,20.00
535,0,11135.11,11636.19,482.95,0,0,26,11,4,3,242,242.00,20.00
537,0,11135.11,11687.20,438.33,0,0,26,11,22,3,242,242.00,20.00
539,0,11135.11,11739.00,400.74,0,0,26,11,24,3,242,242.00,20.00
541,0,11135.11,11789.85,369.61,0,0,26,11,10,3,242,242.00,20.00
543,0,11789.94,12036.94,4712.53,0,0,27,17,0,0,1164,1164.00,20.00
545,0,12037.48,12050.91,4690.29,0,0,28,12,21,1,63,63.00,20.00
547,0,12037.48,12065.74,2229.38,0,0,28,12,23,1,63,63.00,20.00
549,0,12037.49,12080.18,1475.55,0,0,28,12,2,1,63,63.00,20.00
551,0,12037.49,12089.94,1201.08,0,0,28,12,4,1,63,63.00,20.00
553,0,12037.49,12104.63,938.37,0,0,28,12,22,1,63,63.00,20.00
555,0,12037.49,12118.74,775.41,0,0,28,12,24,1,63,63.00,20.00
557,0,12037.49,12133.90,653.47,0,0,28,12,10,1,63,63.00,20.00
559,0,12037.49,12143.64,593.53,0,0,28,12,16,1,63,63.00,20.00
561,0,12037.49,12167.85,882.22,0,0,28,12,21,2,115,115.00,20.00
563,0,12037.50,12195.23,729.07,0,0,28,12,23,2,115,115.00,20.00
565,0,12037.50,12219.74,631.01,0,0,28,12,2,2,115,115.00,20.00
567,0,12037.50,12241.37,564.08,0,0,28,12,4,2,115,115.00,20.00
569,0,12037.50,12265.75,503.84,0,0,28,12,22,2,115,115.00,20.00
571,0,12037.50,12290.02,455.40,0,0,28,12,24,2,115,115.00,20.00
573,0,12037.50,12312.15,418.72,0,0,28,12,10,2,115,115.00,20.00
575,0,12037.50,12336.87,384.13,0,0,28,12,16,2,115,115.00,20.00
577,0,12037.50,12390.18,686.18,0,0,28,12,21,3,242,242.00,20.00
579,0,12037.50,12439.91,601.38,0,0,28,12,23,3,242,242.00,20.00
581,0,12037.50,12490.36,534.39,0,0,28,12,2,3,242,242.00,20.00
583,0,12037.50,12542.02,479.66,0,0,28,12,4,3,242,242.00,20.00
585,0,12037.50,12593.30,435.41,0,0,28,12,22,3,242,242.00,20.00
587,0,12037.51,12645.07,398.31,0,0,28,12,24,3,242,242.00,20.00
589,0,12645.12,12892.02,4714.50,0,0,29,18,0,0,1164,1164.00,20.00
591,0,12992.53,13006.09,4645.68,0,0,30,13,21,1,63,63.00,20.00
593,0,12992.53,13020.72,2235.47,0,0,30,13,23,1,63,63.00,20.00
595,0,12992.53,13034.92,1486.20,0,0,30,13,2,1,63,63.00,20.00
597,0,12992.53,13045.39,1192.03,0,0,30,13,4,1,63,63.00,20.00
599,0,12992.53,13059.55,940.05,0,0,30,13,22,1,63,63.00,20.00
601,0,12992.53,13073.69,776.28,0,0,30,13,24,1,63,63.00,20.00
603,0,12992.54,13089.31,651.01,0,0,30,13,10,1,63,63.00,20.00
605,0,12992.54,13101.30,579.24,0,0,30,13,16,1,63,63.00,20.00
607,0,12992.54,13123.51,878.06,0,0,30,13,21,2,115,115.00,20.00
609,0,12992.54,13150.17,729.54,0,0,30,13,23,2,115,115.00,20.00
611,0,12992.54,13174.40,632.33,0,0,30,13,2,2,115,115.00,20.00
613,0,12992.54,13194.42,569.64,0,0,30,13,4,2,115,115.00,20.00
615,0,12992.54,13218.65,508.59,0,0,30,13,22,2,115,115.00,20.00
617,0,12992.54,13243.52,458.19,0,0,30,13,24,2,115,115.00,20.00
619,0,12992.54,13269.85,414.70,0,0,30,13,10,2,115,115.00,20.00
621,0,12992.54,13294.30,381.10,0,0,30,13,16,2,115,115.00,20.00
623,0,12992.54,13342.94,690.63,0,0,30,13,21,3,242,242.00,20.00
625,0,12992.54,13394.33,602.30,0,0,30,13,23,3,242,242.00,20.00
627,0,12992.54,13443.77,536.31,0,0,30,13,2,3,242,242.00,20.00
629,0,12992.54,13494.43,482.18,0,0,30,13,4,3,242,242.00,20.00
631,0,12992.54,13546.09,437.18,0,0,30,13,22,3,242,242.00,20.00
633,0,12992.54,13597.07,400.31,0,0,30,13,24,3,242,242.00,20.00
635,0,13597.17,13842.28,4748.83,0,0,31,19,0,0,1164,1164.00,20.00
637,0,13943.33,13957.38,4485.58,0,0,32,14,21,1,63,63.00,20.00
639,0,13943.34,13972.49,2160.72,0,0,32,14,23,1,63,63.00,20.00
641,0,13943.34,13986.71,1452.55,0,0,32,14,2,1,63,63.00,20.00
643,0,13943.34,13995.87,1199.20,0,0,32,14,4,1,63,63.00,20.00
645,0,13943.34,14010.57,937.11,0,0,32,14,22,1,63,63.00,20.00
647,0,13943.34,14025.24,769.24,0,0,32,14,24,1,63,63.00,20.00
649,0,13943.34,14040.40,649.09,0,0,32,14,10,1,63,63.00,20.00
651,0,13943.34,14050.10,590.08,0,0,32,14,16,1,63,63.00,20.00
653,0,13943.34,14074.49,876.88,0,0,32,14,21,2,115,115.00,20.00
655,0,13943.34,14101.26,728.20,0,0,32,14,23,2,115,115.00,20.00
657,0,13943.34,14125.72,630.54,0,0,32,14,2,2,115,115.00,20.00
659,0,13943.34,14150.14,556.10,0,0,32,14,4,2,115,115.00,20.00
661,0,13943.34,14170.70,505.81,0,0,32,14,22,2,115,115.00,20.00
663,0,13943.34,14196.99,453.38,0,0,32,14,24,2,115,115.00,20.00
665,0,13943.34,14221.39,413.59,0,0,32,14,10,2,115,115.00,20.00
667,0,13943.34,14245.18,380.99,0,0,32,14,16,2,115,115.00,20.00
669,0,13943.34,14297.03,684.22,0,0,32,14,21,3,242,242.00,20.00
671,0,13943.34,14345.43,601.86,0,0,32,14,23,3,242,242.00,20.00
673,0,13943.34,14397.08,533.34,0,0,32,14,2,3,242,242.00,20.00
677,0,13943.34,-19139031.72,-0.00,0,0,32,14,22,3,242,0.00,20.00
679,0,13943.34,-19139031.72,-0.00,0,0,32,14,24,3,242,0.00,20.00
675,0,13943.34,14448.80,478.77,0,0,32,14,4,3,242,242.00,20.00
681,0,14426.95,14609.81,344.53,0,0,32,14,1,1,63,63.00,10.00
687,0,14426.95,14609.87,344.42,0,0,32,14,3,1,63,63.00,10.00
683,0,14426.95,14663.38,486.40,0,0,32,14,1,2,115,115.00,10.00
689,0,14426.95,14663.41,486.34,0,0,32,14,3,2,115,115.00,10.00
685,0,14426.95,14668.17,1003.26,0,0,32,14,1,3,242,242.00,10.00
691,0,14426.95,14668.19,1003.17,0,0,32,14,3,3,242,242.00,10.00
693,0,14668.27,14914.92,4719.22,0,0,33,20,0,0,1164,1164.00,20.00
695,0,15015.85,15029.36,4663.90,0,0,34,15,2,1,63,63.00,20.00
697,0,15015.85,15043.58,2271.66,0,0,34,15,4,1,63,63.00,20.00
