reqStreamId, pushStreamId,face_req_time,face_end_time,face_dow_thrp,face_late,face_cancel, iter_id,sid,fid,layerId, face_br,face_size,face_ini_weight
699,0,15015.85,15058.11,1490.74,0,0,34,15,21,1,63,63.00,20.00
701,0,15015.85,15067.99,1208.35,0,0,34,15,23,1,63,63.00,20.00
703,0,15015.85,15082.38,947.00,0,0,34,15,10,1,63,63.00,20.00
705,0,15015.85,15096.87,777.58,0,0,34,15,16,1,63,63.00,20.00
707,0,15015.85,15121.76,1085.88,0,0,34,15,2,2,115,115.00,20.00
709,0,15015.85,15145.98,883.77,0,0,34,15,4,2,115,115.00,20.00
711,0,15015.85,15168.58,753.01,0,0,34,15,21,2,115,115.00,20.00
713,0,15015.85,15192.56,650.81,0,0,34,15,23,2,115,115.00,20.00
715,0,15015.85,15216.95,571.86,0,0,34,15,10,2,115,115.00,20.00
717,0,15015.86,15242.46,507.50,0,0,34,15,16,2,115,115.00,20.00
719,0,15015.86,15293.05,873.04,0,0,34,15,2,3,242,242.00,20.00
721,0,15015.86,15344.28,736.86,0,0,34,15,4,3,242,242.00,20.00
723,0,15015.86,15395.69,637.12,0,0,34,15,21,3,242,242.00,20.00
725,0,15015.86,15446.48,561.98,0,0,34,15,23,3,242,242.00,20.00
727,0,15015.86,15493.16,507.02,0,0,34,15,10,3,242,242.00,20.00
729,0,15015.86,15546.85,455.75,0,0,34,15,16,3,242,242.00,20.00
733,0,15478.61,15764.61,220.28,0,0,34,15,22,1,63,63.00,10.00
741,0,15478.61,15764.67,220.23,0,0,34,15,24,1,63,63.00,10.00
735,0,15478.61,15796.25,362.05,0,0,34,15,22,2,115,115.00,10.00
743,0,15478.61,15796.32,361.97,0,0,34,15,24,2,115,115.00,10.00
731,0,15015.86,-19139031.72,-0.02,0,1,34,15,2,4,483,376.88,20.00
737,0,15478.61,-19139031.72,-0.01,0,1,34,15,22,3,242,185.82,10.00
739,0,15478.61,-19139031.72,-0.01,0,1,34,15,22,4,483,262.14,10.00
745,0,15478.61,-19139031.72,-0.01,0,1,34,15,24,3,242,242.00,10.00
747,0,15478.61,-19139031.72,-0.01,0,1,34,15,24,4,483,262.14,10.00
749,0,15901.67,16209.47,3781.61,0,0,35,21,0,0,1164,1164.00,20.00
751,0,16209.62,16223.13,4663.90,0,0,36,16,22,1,63,63.00,20.00
753,0,16209.63,16237.80,2236.10,0,0,36,16,24,1,63,63.00,20.00
755,0,16209.63,16251.90,1490.17,0,0,36,16,23,1,63,63.00,20.00
757,0,16209.63,16261.60,1212.21,0,0,36,16,21,1,63,63.00,20.00
759,0,16209.63,16276.15,947.08,0,0,36,16,7,1,63,63.00,20.00
761,0,16209.63,16290.66,777.45,0,0,36,16,5,1,63,63.00,20.00
763,0,16209.63,16305.23,659.00,0,0,36,16,15,1,63,63.00,20.00
765,0,16209.63,16318.80,577.07,0,0,36,16,9,1,63,63.00,20.00
767,0,16209.63,16328.67,529.25,0,0,36,16,16,1,63,63.00,20.00
769,0,16209.63,16352.96,802.33,0,0,36,16,22,2,115,115.00,20.00
771,0,16209.63,16379.34,677.61,0,0,36,16,24,2,115,115.00,20.00
773,0,16209.63,16403.71,592.55,0,0,36,16,23,2,115,115.00,20.00
775,0,16209.63,16426.15,531.14,0,0,36,16,21,2,115,115.00,20.00
777,0,16209.63,16450.67,477.11,0,0,36,16,7,2,115,115.00,20.00
779,0,16209.63,16476.90,430.27,0,0,36,16,5,2,115,115.00,20.00
781,0,16209.63,16500.87,394.87,0,0,36,16,15,2,115,115.00,20.00
783,0,16209.63,16525.06,364.59,0,0,36,16,9,2,115,115.00,20.00
785,0,16209.63,16548.11,339.75,0,0,36,16,16,2,115,115.00,20.00
787,0,16209.63,16598.61,622.15,0,0,36,16,22,3,242,242.00,20.00
789,0,16209.63,16733.52,461.93,0,0,36,16,24,3,242,242.00,20.00
795,0,16573.30,16756.95,343.05,0,0,36,16,4,1,63,63.00,10.00
797,0,16573.30,16787.36,537.25,0,0,36,16,4,2,115,115.00,10.00
791,0,16209.63,16842.78,382.22,0,0,36,16,23,3,242,242.00,20.00
793,0,16209.63,-19139031.72,-0.01,0,1,36,16,21,3,242,242.00,20.00
799,0,16573.30,-19139031.72,-0.01,0,1,36,16,4,3,242,242.00,10.00
801,0,16573.31,-19139031.72,-0.01,0,1,36,16,4,4,483,283.74,10.00
803,0,16900.08,17184.43,4093.56,0,0,37,22,0,0,1164,1164.00,20.00
805,0,17184.65,17198.26,4628.95,0,0,38,17,23,1,63,63.00,20.00
807,0,17184.65,17213.18,2207.89,0,0,38,17,22,1,63,63.00,20.00
809,0,17184.65,17227.27,1478.04,0,0,38,17,24,1,63,63.00,20.00
811,0,17184.65,17237.04,1202.38,0,0,38,17,15,1,63,63.00,20.00
813,0,17184.65,17251.74,938.95,0,0,38,17,21,1,63,63.00,20.00
815,0,17184.65,17266.02,774.24,0,0,38,17,16,1,63,63.00,20.00
817,0,17184.65,17281.04,653.59,0,0,38,17,7,1,63,63.00,20.00
819,0,17184.65,17290.77,593.65,0,0,38,17,5,1,63,63.00,20.00
821,0,17184.65,17304.95,523.67,0,0,38,17,4,1,63,63.00,20.00
823,0,17184.65,17330.73,787.22,0,0,38,17,23,2,115,115.00,20.00
825,0,17184.65,17352.28,686.05,0,0,38,17,22,2,115,115.00,20.00
827,0,17184.65,17376.06,600.82,0,0,38,17,24,2,115,115.00,20.00
829,0,17184.65,17402.90,526.92,0,0,38,17,15,2,115,115.00,20.00
831,0,17184.65,17427.22,474.09,0,0,38,17,21,2,115,115.00,20.00
833,0,17184.65,17449.59,434.07,0,0,38,17,16,2,115,115.00,20.00
835,0,17184.65,17473.83,397.68,0,0,38,17,7,2,115,115.00,20.00
837,0,17184.65,17500.83,363.72,0,0,38,17,5,2,115,115.00,20.00
839,0,17184.65,17524.70,338.19,0,0,38,17,4,2,115,115.00,20.00
841,0,17184.65,17571.54,625.50,0,0,38,17,23,3,242,242.00,20.00
843,0,17184.65,17624.81,549.81,0,0,38,17,22,3,242,242.00,20.00
845,0,17184.65,17677.18,491.34,0,0,38,17,24,3,242,242.00,20.00
847,0,17184.65,17725.13,447.76,0,0,38,17,15,3,242,242.00,20.00
849,0,17725.26,17968.18,4791.64,0,0,39,23,0,0,1164,1164.00,20.00
851,0,17968.38,17982.32,4519.04,0,0,40,18,21,1,63,63.00,20.00
853,0,17968.38,17996.65,2228.04,0,0,40,18,22,1,63,63.00,20.00
855,0,17968.38,18011.49,1461.11,0,0,40,18,23,1,63,63.00,20.00
857,0,17968.38,18020.93,1198.88,0,0,40,18,24,1,63,63.00,20.00
859,0,17968.38,18035.43,939.58,0,0,40,18,15,1,63,63.00,20.00
861,0,17968.38,18049.90,772.76,0,0,40,18,16,1,63,63.00,20.00
863,0,17968.38,18063.78,660.38,0,0,40,18,4,1,63,63.00,20.00
865,0,17968.38,18078.35,572.89,0,0,40,18,7,1,63,63.00,20.00
867,0,17968.38,18103.08,853.74,0,0,40,18,21,2,115,115.00,20.00
869,0,17968.38,18126.23,728.56,0,0,40,18,22,2,115,115.00,20.00
871,0,17968.38,18150.19,632.54,0,0,40,18,23,2,115,115.00,20.00
873,0,17968.38,18173.40,560.93,0,0,40,18,24,2,115,115.00,20.00
875,0,17968.38,18197.85,501.17,0,0,40,18,15,2,115,115.00,20.00
877,0,17968.38,18221.74,453.89,0,0,40,18,16,2,115,115.00,20.00
879,0,17968.38,18243.23,418.42,0,0,40,18,4,2,115,115.00,20.00
881,0,17968.38,18267.67,384.24,0,0,40,18,7,2,115,115.00,20.00
883,0,17968.38,18319.40,689.42,0,0,40,18,21,3,242,242.00,20.00
885,0,17968.38,18370.13,602.37,0,0,40,18,22,3,242,242.00,20.00
887,0,17968.38,18421.39,534.21,0,0,40,18,23,3,242,242.00,20.00
891,0,17968.38,-19139031.72,-0.00,0,0,40,18,15,3,242,0.00,20.00
889,0,17968.38,18470.29,482.16,0,0,40,18,24,3,242,242.00,20.00
895,0,18450.88,18653.57,310.82,0,0,40,18,2,1,63,63.00,10.00
901,0,18450.88,18653.63,310.73,0,0,40,18,10,1,63,63.00,10.00
897,0,18450.88,18731.46,409.88,0,0,40,18,2,2,115,115.00,10.00
903,0,18450.88,18731.51,409.79,0,0,40,18,10,2,115,115.00,10.00
893,0,17968.38,18731.53,317.11,0,0,40,18,16,3,242,242.00,20.00
899,0,18450.88,18736.29,847.90,0,0,40,18,2,3,242,242.00,10.00
905,0,18450.88,18736.31,847.85,0,0,40,18,10,3,242,242.00,10.00
907,0,18736.38,18981.15,4755.52,0,0,41,24,0,0,1164,1164.00,20.00
909,0,18981.31,18994.69,4708.87,0,0,42,19,23,1,63,63.00,20.00
911,0,18981.32,19009.32,2249.36,0,0,42,19,21,1,63,63.00,20.00
913,0,18981.32,19023.73,1485.39,0,0,42,19,22,1,63,63.00,20.00
915,0,18981.32,19033.72,1202.22,0,0,42,19,24,1,63,63.00,20.00
917,0,18981.32,19048.35,939.81,0,0,42,19,2,1,63,63.00,20.00
919,0,18981.32,19063.01,771.18,0,0,42,19,4,1,63,63.00,20.00
921,0,18981.32,19077.14,657.44,0,0,42,19,10,1,63,63.00,20.00
923,0,18981.32,19090.51,577.00,0,0,42,19,16,1,63,63.00,20.00
925,0,18981.32,19100.20,529.96,0,0,42,19,9,1,63,63.00,20.00
927,0,18981.32,19124.47,803.34,0,0,42,19,23,2,115,115.00,20.00
929,0,18981.32,19148.24,688.97,0,0,42,19,21,2,115,115.00,20.00
931,0,18981.32,19172.80,600.59,0,0,42,19,22,2,115,115.00,20.00
933,0,18981.32,19200.59,524.47,0,0,42,19,24,2,115,115.00,20.00
935,0,18981.32,19225.12,471.70,0,0,42,19,2,2,115,115.00,20.00
937,0,18981.32,19249.42,428.95,0,0,42,19,4,2,115,115.00,20.00
939,0,18981.32,19270.22,398.06,0,0,42,19,10,2,115,115.00,20.00
941,0,18981.32,19294.61,367.07,0,0,42,19,16,2,115,115.00,20.00
943,0,18981.32,19317.81,341.77,0,0,42,19,9,2,115,115.00,20.00
945,0,18981.32,19368.46,625.10,0,0,42,19,23,3,242,242.00,20.00
947,0,18981.32,19420.83,550.62,0,0,42,19,21,3,242,242.00,20.00
949,0,18981.32,19469.19,496.04,0,0,42,19,22,3,242,242.00,20.00
951,0,18981.32,19524.06,445.89,0,0,42,19,24,3,242,242.00,20.00
953,0,18981.33,19573.96,408.35,0,0,42,19,2,3,242,242.00,20.00
955,0,18981.33,19621.75,377.88,0,0,42,19,4,3,242,242.00,20.00
957,0,19621.83,19870.32,4684.37,0,0,43,25,0,0,1164,1164.00,20.00
959,0,19970.54,19983.94,4702.19,0,0,44,20,23,1,63,63.00,20.00
961,0,19970.55,19998.65,2241.51,0,0,44,20,22,1,63,63.00,20.00
963,0,19970.55,20013.27,1474.58,0,0,44,20,21,1,63,63.00,20.00
965,0,19970.55,20023.03,1200.50,0,0,44,20,24,1,63,63.00,20.00
967,0,19970.55,20039.51,913.59,0,0,44,20,2,1,63,63.00,20.00
969,0,19970.55,20049.15,801.47,0,0,44,20,4,1,63,63.00,20.00
971,0,19970.55,20063.96,674.42,0,0,44,20,10,1,63,63.00,20.00
973,0,19970.55,20078.24,585.00,0,0,44,20,9,1,63,63.00,20.00
975,0,19970.55,20091.52,520.78,0,0,44,20,16,1,63,63.00,20.00
977,0,19970.55,20115.75,792.00,0,0,44,20,23,2,115,115.00,20.00
979,0,19970.55,20139.89,679.10,0,0,44,20,22,2,115,115.00,20.00
981,0,19970.55,20162.15,600.22,0,0,44,20,21,2,115,115.00,20.00
983,0,19970.55,20188.47,527.71,0,0,44,20,24,2,115,115.00,20.00
985,0,19970.55,20211.00,478.28,0,0,44,20,2,2,115,115.00,20.00
987,0,19970.55,20235.35,434.29,0,0,44,20,4,2,115,115.00,20.00
989,0,19970.55,20261.67,395.03,0,0,44,20,10,2,115,115.00,20.00
991,0,19970.55,20286.11,364.43,0,0,44,20,9,2,115,115.00,20.00
993,0,19970.55,20310.51,338.27,0,0,44,20,16,2,115,115.00,20.00
995,0,19970.55,20357.38,625.60,0,0,44,20,23,3,242,242.00,20.00
997,0,19970.55,20408.26,552.89,0,0,44,20,22,3,242,242.00,20.00
999,0,19970.55,20462.19,492.23,0,0,44,20,21,3,242,242.00,20.00
1001,0,19970.55,20512.78,446.31,0,0,44,20,24,3,242,242.00,20.00
1003,0,19970.55,20564.90,407.17,0,0,44,20,2,3,242,242.00,20.00
1005,0,19970.56,20615.37,375.30,0,0,44,20,4,3,242,242.00,20.00
1007,0,20615.43,20858.63,4786.14,0,0,45,26,0,0,1164,1164.00,20.00
1009,0,20959.03,20972.61,4639.18,0,0,46,21,23,1,63,63.00,20.00
1011,0,20959.03,20986.97,2255.07,0,0,46,21,21,1,63,63.00,20.00
1013,0,20959.03,21001.88,1470.38,0,0,46,21,22,1,63,63.00,20.00
1015,0,20959.03,21011.97,1189.98,0,0,46,21,2,1,63,63.00,20.00
1017,0,20959.03,21026.29,936.69,0,0,46,21,4,1,63,63.00,20.00
1019,0,20959.03,21039.89,779.16,0,0,46,21,24,1,63,63.00,20.00
1021,0,20959.03,21054.58,659.40,0,0,46,21,10,1,63,63.00,20.00
1023,0,20959.03,21064.34,598.25,0,0,46,21,16,1,63,63.00,20.00
1025,0,20959.03,21078.66,526.64,0,0,46,21,9,1,63,63.00,20.00
1027,0,20959.03,21102.35,802.40,0,0,46,21,23,2,115,115.00,20.00
1029,0,20959.03,21126.64,686.12,0,0,46,21,21,2,115,115.00,20.00
1031,0,20959.03,21153.16,592.41,0,0,46,21,22,2,115,115.00,20.00
1033,0,20959.03,21176.70,528.33,0,0,46,21,2,2,115,115.00,20.00
1035,0,20959.03,21200.95,475.38,0,0,46,21,4,2,115,115.00,20.00
1037,0,20959.04,21227.28,428.71,0,0,46,21,24,2,115,115.00,20.00
1039,0,20959.04,21250.71,394.27,0,0,46,21,10,2,115,115.00,20.00
1041,0,20959.04,21272.26,367.15,0,0,46,21,16,2,115,115.00,20.00
1043,0,20959.04,21296.67,340.61,0,0,46,21,9,2,115,115.00,20.00
1045,0,20959.04,21345.95,625.47,0,0,46,21,23,3,242,242.00,20.00
1047,0,20959.04,21396.39,553.33,0,0,46,21,21,3,242,242.00,20.00
1049,0,20959.04,21448.40,494.52,0,0,46,21,22,3,242,242.00,20.00
1051,0,20959.04,21501.69,445.96,0,0,46,21,2,3,242,242.00,20.00
1053,0,20959.04,21550.00,409.50,0,0,46,21,4,3,242,242.00,20.00
1055,0,20959.04,21601.85,376.47,0,0,46,21,24,3,242,242.00,20.00
1057,0,21601.92,21849.78,4696.14,0,0,47,27,0,0,1164,1164.00,20.00
1059,0,22050.94,22064.95,4498.07,0,0,48,22,4,1,63,63.00,20.00
1061,0,22050.94,22079.09,2238.17,0,0,48,22,21,1,63,63.00,20.00
1063,0,22050.94,22093.82,1469.25,0,0,48,22,2,1,63,63.00,20.00
1065,0,22050.94,22103.55,1197.51,0,0,48,22,23,1,63,63.00,20.00
1067,0,22050.94,22118.38,934.15,0,0,48,22,1,1,63,63.00,20.00
1069,0,22050.94,22132.38,773.65,0,0,48,22,3,1,63,63.00,20.00
1071,0,22050.94,22147.49,652.53,0,0,48,22,10,1,63,63.00,20.00
1073,0,22050.94,22157.39,591.84,0,0,48,22,16,1,63,63.00,20.00
1075,0,22050.94,22182.24,875.90,0,0,48,22,4,2,115,115.00,20.00
1077,0,22050.94,22206.53,739.13,0,0,48,22,21,2,115,115.00,20.00
1079,0,22050.94,22232.86,632.16,0,0,48,22,2,2,115,115.00,20.00
1081,0,22050.95,22257.90,555.67,0,0,48,22,23,2,115,115.00,20.00
1083,0,22050.95,22280.17,501.68,0,0,48,22,1,2,115,115.00,20.00
1085,0,22050.95,22302.17,457.77,0,0,48,22,3,2,115,115.00,20.00
1087,0,22050.95,22326.27,417.70,0,0,48,22,10,2,115,115.00,20.00
1089,0,22050.95,22352.33,381.57,0,0,48,22,16,2,115,115.00,20.00
1091,0,22050.95,22404.66,684.16,0,0,48,22,4,3,242,242.00,20.00
1093,0,22050.95,22455.16,598.70,0,0,48,22,21,3,242,242.00,20.00
1095,0,22050.95,22504.89,533.11,0,0,48,22,2,3,242,242.00,20.00
1097,0,22050.95,22553.04,481.98,0,0,48,22,23,3,242,242.00,20.00
1099,0,22050.95,22603.55,437.93,0,0,48,22,1,3,242,242.00,20.00
1101,0,22050.95,22654.83,400.74,0,0,48,22,3,3,242,242.00,20.00
1103,0,22654.92,22900.09,4747.82,0,0,49,28,0,0,1164,1164.00,20.00
1105,0,23000.82,23014.44,4625.21,0,0,50,23,4,1,63,63.00,20.00
1107,0,23000.82,23029.03,2233.57,0,0,50,23,2,1,63,63.00,20.00
1109,0,23000.82,23043.64,1471.45,0,0,50,23,1,1,63,63.00,20.00
1111,0,23000.83,23053.01,1207.13,0,0,50,23,3,1,63,63.00,20.00
1113,0,23000.83,23070.52,903.90,0,0,50,23,21,1,63,63.00,20.00
1115,0,23000.83,23080.24,793.26,0,0,50,23,23,1,63,63.00,20.00
1117,0,23000.83,23094.94,669.37,0,0,50,23,10,1,63,63.00,20.00
1119,0,23000.83,23109.57,579.36,0,0,50,23,16,1,63,63.00,20.00
1121,0,23000.83,23132.04,876.41,0,0,50,23,4,2,115,115.00,20.00
1123,0,23000.83,23158.47,729.51,0,0,50,23,2,2,115,115.00,20.00
1125,0,23000.83,23182.70,632.32,0,0,50,23,1,2,115,115.00,20.00
1127,0,23000.83,23206.96,557.91,0,0,50,23,3,2,115,115.00,20.00
1129,0,23000.83,23229.56,502.77,0,0,50,23,21,2,115,115.00,20.00
1131,0,23000.83,23254.05,454.15,0,0,50,23,23,2,115,115.00,20.00
1133,0,23000.83,23277.87,415.10,0,0,50,23,10,2,115,115.00,20.00
1135,0,23000.83,23302.38,381.36,0,0,50,23,16,2,115,115.00,20.00
1137,0,23000.83,23354.10,685.02,0,0,50,23,4,3,242,242.00,20.00
1139,0,23000.83,23405.00,598.76,0,0,50,23,2,3,242,242.00,20.00
1141,0,23000.83,23453.48,534.63,0,0,50,23,1,3,242,242.00,20.00
1143,0,23000.83,23505.32,479.69,0,0,50,23,3,3,242,242.00,20.00
1145,0,23000.83,23556.16,435.78,0,0,50,23,21,3,242,242.00,20.00
1147,0,23000.83,23607.78,398.71,0,0,50,23,23,3,242,242.00,20.00
1149,0,23607.85,23854.71,4715.19,0,0,51,29,0,0,1164,1164.00,20.00
1151,0,24056.25,24069.64,4706.76,0,0,52,24,2,1,63,63.00,20.00
1153,0,24056.25,24084.11,2261.23,0,0,52,24,3,1,63,63.00,20.00
1155,0,24056.25,24098.70,1484.06,0,0,52,24,4,1,63,63.00,20.00
1157,0,24056.25,24108.33,1209.82,0,0,52,24,1,1,63,63.00,20.00
1159,0,24056.25,24126.26,899.94,0,0,52,24,18,1,63,63.00,20.00
1161,0,24056.25,24138.44,766.52,0,0,52,24,20,1,63,63.00,20.00
1163,0,24056.25,24150.66,667.36,0,0,52,24,12,1,63,63.00,20.00
1165,0,24056.25,24165.11,578.73,0,0,52,24,10,1,63,63.00,20.00
1167,0,24056.26,24177.17,521.03,0,0,52,24,14,1,63,63.00,20.00
1169,0,24056.26,24199.45,803.11,0,0,52,24,2,2,115,115.00,20.00
1171,0,24056.26,24223.49,687.65,0,0,52,24,3,2,115,115.00,20.00
1173,0,24056.26,24251.71,588.37,0,0,52,24,4,2,115,115.00,20.00
1175,0,24056.26,24275.63,524.22,0,0,52,24,1,2,115,115.00,20.00
1177,0,24056.26,24299.63,472.53,0,0,52,24,18,2,115,115.00,20.00
1179,0,24056.26,24323.96,429.57,0,0,52,24,20,2,115,115.00,20.00
1181,0,24056.26,24348.36,393.70,0,0,52,24,12,2,115,115.00,20.00
1183,0,24056.26,24370.76,365.66,0,0,52,24,10,2,115,115.00,20.00
1185,0,24056.26,24395.26,339.23,0,0,52,24,14,2,115,115.00,20.00
1187,0,24056.26,24443.61,624.76,0,0,52,24,2,3,242,242.00,20.00
1189,0,24056.26,24495.30,551.20,0,0,52,24,3,3,242,242.00,20.00
1191,0,24056.26,24546.19,493.95,0,0,52,24,4,3,242,242.00,20.00
1193,0,24056.26,24597.83,446.85,0,0,52,24,1,3,242,242.00,20.00
1195,0,24056.26,24649.04,408.25,0,0,52,24,18,3,242,242.00,20.00
1197,0,24056.26,24700.46,375.66,0,0,52,24,20,3,242,242.00,20.00
1199,0,24700.52,24947.87,4705.86,0,0,53,30,0,0,1164,1164.00,20.00
1201,0,25048.48,25062.05,4642.25,0,0,54,25,3,1,63,63.00,20.00
1203,0,25048.48,25076.45,2252.49,0,0,54,25,1,1,63,63.00,20.00
1205,0,25048.48,25091.01,1481.45,0,0,54,25,18,1,63,63.00,20.00
1207,0,25048.48,25100.69,1206.71,0,0,54,25,20,1,63,63.00,20.00
1209,0,25048.48,25115.25,943.51,0,0,54,25,2,1,63,63.00,20.00
1211,0,25048.48,25130.02,772.61,0,0,54,25,4,1,63,63.00,20.00
1213,0,25048.48,25145.03,652.55,0,0,54,25,12,1,63,63.00,20.00
1215,0,25048.48,25154.71,593.09,0,0,54,25,14,1,63,63.00,20.00
1217,0,25048.48,25178.99,881.22,0,0,54,25,3,2,115,115.00,20.00
1219,0,25048.48,25206.43,728.08,0,0,54,25,1,2,115,115.00,20.00
1221,0,25048.48,25230.39,632.19,0,0,54,25,18,2,115,115.00,20.00
1223,0,25048.49,25252.86,562.70,0,0,54,25,20,2,115,115.00,20.00
1225,0,25048.49,25276.96,503.33,0,0,54,25,2,2,115,115.00,20.00
1227,0,25048.49,25301.19,455.07,0,0,54,25,4,2,115,115.00,20.00
1229,0,25048.49,25326.04,414.33,0,0,54,25,12,2,115,115.00,20.00
1231,0,25048.49,25350.02,381.39,0,0,54,25,14,2,115,115.00,20.00
1233,0,25048.49,25401.80,684.95,0,0,54,25,3,3,242,242.00,20.00
1235,0,25048.49,25453.50,597.51,0,0,54,25,1,3,242,242.00,20.00
1241,0,25048.49,-19139031.72,-0.00,0,0,54,25,2,3,242,0.00,20.00
1243,0,25048.49,-19139031.72,-0.00,0,0,54,25,4,3,242,0.00,20.00
1237,0,25048.49,25499.40,536.68,0,0,54,25,18,3,242,242.00,20.00
1239,0,25048.49,25665.47,392.23,0,0,54,25,20,3,242,242.00,20.00
1245,0,25472.95,25665.53,327.15,0,0,54,25,17,1,63,63.00,10.00
1251,0,25472.97,25665.55,327.14,0,0,54,25,19,1,63,63.00,10.00
1247,0,25472.96,25702.49,501.02,0,0,54,25,17,2,115,115.00,10.00
1253,0,25472.97,25702.54,500.94,0,0,54,25,19,2,115,115.00,10.00
1249,0,25472.96,25726.95,952.79,0,0,54,25,17,3,242,242.00,10.00
1255,0,25472.97,25727.01,952.61,0,0,54,25,19,3,242,242.00,10.00
1257,0,25727.06,25970.63,4778.80,0,0,55,31,0,0,1164,1164.00,20.00
1259,0,25970.82,25984.66,4553.34,0,0,56,26,18,1,63,63.00,20.00
1261,0,25970.82,25999.19,2220.58,0,0,56,26,3,1,63,63.00,20.00
1263,0,25970.82,26014.16,1453.66,0,0,56,26,20,1,63,63.00,20.00
1265,0,25970.82,26023.41,1197.99,0,0,56,26,1,1,63,63.00,20.00
1267,0,25970.82,26038.02,937.47,0,0,56,26,19,1,63,63.00,20.00
1269,0,25970.82,26052.20,774.16,0,0,56,26,17,1,63,63.00,20.00
1271,0,25970.82,26066.85,656.07,0,0,56,26,14,1,63,63.00,20.00
1273,0,25970.82,26081.45,569.50,0,0,56,26,12,1,63,63.00,20.00
1275,0,25970.82,26104.04,863.27,0,0,56,26,18,2,115,115.00,20.00
1277,0,25970.82,26127.83,732.43,0,0,56,26,3,2,115,115.00,20.00
1279,0,25970.83,26151.89,635.12,0,0,56,26,20,2,115,115.00,20.00
1281,0,25970.83,26174.69,564.11,0,0,56,26,1,2,115,115.00,20.00
1283,0,25970.83,26198.59,504.90,0,0,56,26,19,2,115,115.00,20.00
1285,0,25970.83,26225.55,451.47,0,0,56,26,17,2,115,115.00,20.00
1287,0,25970.83,26251.10,410.31,0,0,56,26,14,2,115,115.00,20.00
1289,0,25970.83,26271.89,381.97,0,0,56,26,12,2,115,115.00,20.00
1291,0,25970.83,26323.68,685.85,0,0,56,26,18,3,242,242.00,20.00
1293,0,25970.83,26372.51,602.47,0,0,56,26,3,3,242,242.00,20.00
1295,0,25970.83,26422.99,535.20,0,0,56,26,20,3,242,242.00,20.00
1297,0,25970.83,26473.89,481.06,0,0,56,26,1,3,242,242.00,20.00
1299,0,25970.83,26525.63,436.19,0,0,56,26,19,3,242,242.00,20.00
1301,0,25970.83,26576.35,399.66,0,0,56,26,17,3,242,242.00,20.00
1303,0,26576.41,26821.47,4749.78,0,0,57,32,0,0,1164,1164.00,20.00
1305,0,27022.59,27036.06,4678.80,0,0,58,27,18,1,63,63.00,20.00
1307,0,27022.59,27050.65,2244.87,0,0,58,27,20,1,63,63.00,20.00
1309,0,27022.59,27065.32,1474.41,0,0,58,27,1,1,63,63.00,20.00
1311,0,27022.59,27075.11,1199.54,0,0,58,27,3,1,63,63.00,20.00
1313,0,27022.59,27091.97,908.02,0,0,58,27,17,1,63,63.00,20.00
1315,0,27022.59,27105.37,761.10,0,0,58,27,19,1,63,63.00,20.00
1317,0,27022.59,27117.50,663.78,0,0,58,27,12,1,63,63.00,20.00
1319,0,27022.59,27132.94,570.93,0,0,58,27,14,1,63,63.00,20.00
1321,0,27022.59,27155.84,863.08,0,0,58,27,18,2,115,115.00,20.00
1323,0,27022.59,27180.19,729.70,0,0,58,27,20,2,115,115.00,20.00
1325,0,27022.60,27202.97,637.55,0,0,58,27,1,2,115,115.00,20.00
1327,0,27022.60,27227.22,562.00,0,0,58,27,3,2,115,115.00,20.00
1329,0,27022.60,27251.62,502.13,0,0,58,27,17,2,115,115.00,20.00
1331,0,27022.60,27275.49,454.74,0,0,58,27,19,2,115,115.00,20.00
1333,0,27022.60,27299.91,414.70,0,0,58,27,12,2,115,115.00,20.00
1335,0,27022.60,27322.88,382.97,0,0,58,27,14,2,115,115.00,20.00
1337,0,27022.60,27375.59,685.56,0,0,58,27,18,3,242,242.00,20.00
1339,0,27022.60,27426.91,598.55,0,0,58,27,20,3,242,242.00,20.00
1341,0,27022.60,27473.94,536.18,0,0,58,27,1,3,242,242.00,20.00
1343,0,27022.60,-19139031.72,-0.00,0,0,58,27,3,3,242,0.00,20.00
1349,0,27022.60,-19139031.72,-0.00,0,0,58,27,12,3,242,0.00,20.00
1351,0,27473.97,27681.95,302.91,0,0,58,27,6,1,63,63.00,10.00
1355,0,27473.97,27681.98,302.87,0,0,58,27,8,1,63,63.00,10.00
1359,0,27473.97,27681.99,302.85,0,0,58,27,13,1,63,63.00,10.00
1353,0,27473.97,27691.66,528.29,0,0,58,27,6,2,115,115.00,10.00
1361,0,27473.97,27691.68,528.24,0,0,58,27,13,2,115,115.00,10.00
1357,0,27473.97,27691.69,528.21,0,0,58,27,8,2,115,115.00,10.00
1345,0,27022.60,27691.70,361.68,0,0,58,27,17,3,242,242.00,20.00
1347,0,27022.60,27742.12,336.33,0,0,58,27,19,3,242,242.00,20.00
1363,0,27742.19,27989.46,4707.50,0,0,59,33,0,0,1164,1164.00,20.00
1365,0,27989.61,28003.67,4481.43,0,0,60,28,17,1,63,63.00,20.00
1367,0,27989.61,28017.47,2261.71,0,0,60,28,20,1,63,63.00,20.00
1369,0,27989.62,28032.14,1481.55,0,0,60,28,19,1,63,63.00,20.00
1371,0,27989.62,28041.85,1206.04,0,0,60,28,18,1,63,63.00,20.00
1373,0,27989.62,28056.16,946.69,0,0,60,28,8,1,63,63.00,20.00
1375,0,27989.62,28069.72,786.50,0,0,60,28,6,1,63,63.00,20.00
1377,0,27989.62,28084.05,667.16,0,0,60,28,13,1,63,63.00,20.00
