time, playing_seg_id, stall_time, buff_size, seg_avg_qual, seg_avg_qual_w, seg_avg_bitrate, seg_avg_bitrate_w, seg_std_bitrate
0,894.94,0,1.00, 1.00,4.00,48.00,192.00,0.00,36.53,0.00,0,0.00,9.07
1,1896.53,0,4.00, 1.00,4.00,48.00,192.00,0.00,22.31,36.53,0,36.53,9.73
2,2898.09,0,6.00, 2.79,11.95,202.31,898.69,46.18,0.00,22.31,0,22.31,0.00
3,3900.48,0,6.00, 3.44,14.97,333.56,1621.88,120.25,0.00,0.00,0,0.00,0.00
4,4903.33,0,7.00, 3.44,15.21,333.56,1680.39,120.25,0.00,0.00,0,0.00,0.00
5,5905.93,0,7.00, 3.67,15.81,387.33,1826.85,114.08,0.00,0.00,0,0.00,0.00
6,6909.34,0,7.00, 3.67,15.79,387.33,1821.50,114.08,0.00,0.00,0,0.00,0.00
7,7912.30,0,7.00, 3.69,15.76,394.06,1813.16,110.98,0.00,0.00,0,0.00,0.00
8,8914.59,0,7.00, 2.93,14.39,306.48,1577.97,189.97,7.85,1.57,0,1.57,5.80
9,9916.25,0,6.00, 3.56,14.76,396.77,1694.01,143.68,23.54,5.96,0,5.96,5.40
10,10917.44,0,6.00, 3.88,14.99,467.88,1649.96,209.29,2.40,5.25,0,5.25,2.00
11,11919.50,0,6.00, 3.88,15.90,437.75,1846.70,80.03,0.00,4.20,0,4.20,0.00
12,12921.72,0,7.00, 3.75,15.79,407.50,1821.66,104.79,0.00,3.36,0,3.36,0.00
13,13924.72,0,7.00, 3.14,14.38,321.48,1620.53,163.54,11.57,5.00,0,5.00,3.20
14,14927.41,0,7.00, 3.22,14.73,344.73,1682.87,146.89,9.71,5.94,0,5.94,3.47
15,15931.40,0,6.00, 2.66,11.48,256.79,1099.37,181.77,60.49,16.85,0,16.85,10.40
16,16934.55,0,6.00, 3.36,14.26,313.39,1450.58,116.13,0.04,13.49,0,3.40,0.73
17,17938.84,0,6.00, 3.01,14.04,289.11,1482.15,156.08,6.85,12.16,0,4.09,3.47
18,18942.38,0,6.00, 3.56,15.52,394.44,1758.69,143.86,17.24,13.18,0,6.72,6.00
19,19944.91,0,7.00, 3.67,15.73,387.33,1806.25,114.08,0.00,10.54,0,5.38,0.00
20,20946.65,0,7.00, 3.52,15.45,371.48,1766.46,129.17,2.33,8.90,0,4.77,1.07
21,21950.88,0,7.00, 3.00,12.63,302.50,1378.40,177.06,26.23,12.37,0,9.06,4.00
22,22953.83,0,7.00, 3.43,15.61,366.74,1807.39,132.28,2.45,10.38,0,7.74,2.00
23,23955.68,0,7.00, 2.53,12.58,256.34,1392.43,204.51,28.49,14.01,0,11.89,8.00
24,24958.53,0,7.00, 3.15,14.82,323.50,1681.55,162.61,7.81,12.77,0,11.07,3.20
25,25961.83,0,6.00, 3.75,15.76,407.50,1814.85,104.79,15.04,13.22,0,11.87,4.00
26,26962.91,0,7.00, 3.08,15.09,322.75,1736.20,164.83,6.96,11.97,0,10.89,4.40
27,27965.56,0,6.00, 3.47,15.28,375.09,1740.69,142.14,10.95,11.77,0,10.90,4.67
28,28968.81,0,6.00, 2.50,8.09,287.06,779.91,297.55,67.58,22.93,0,22.23,10.47
29,29970.07,0,6.00, 3.56,15.67,394.44,1797.37,143.86,29.18,24.18,0,27.79,6.00
30,30972.69,0,7.00, 2.89,12.68,294.81,1392.13,181.21,26.37,24.62,0,27.51,5.13
31,31977.09,0,7.00, 3.08,13.22,293.97,1270.81,148.16,52.30,30.15,0,32.46,9.13
32,32979.55,0,6.00, 3.20,13.76,315.92,1397.80,152.04,33.06,30.73,0,32.58,6.47
33,33982.13,0,6.00, 2.73,11.50,254.81,1078.91,170.46,24.14,29.42,0,30.90,5.40
34,34984.49,0,6.00, 3.26,12.98,356.51,1358.89,193.73,17.84,27.10,0,28.28,4.07
35,35986.80,0,7.00, 1.94,5.21,168.18,344.75,175.75,88.48,39.38,0,40.32,11.00
36,36988.94,0,6.00, 3.44,15.39,410.53,1845.00,213.55,10.87,33.68,0,16.76,4.67
37,37992.25,0,7.00, 3.24,13.75,332.47,1470.95,173.14,28.09,32.56,0,19.03,6.13
38,38995.32,0,7.00, 3.21,14.08,335.10,1455.21,160.86,3.87,26.82,0,16.00,3.73
39,39998.74,0,6.00, 3.77,15.68,411.58,1795.36,102.11,0.43,21.54,0,12.88,1.33
40,41001.57,0,6.00, 2.97,13.71,291.51,1368.50,148.74,4.17,18.07,0,11.14,3.93
41,42004.36,0,6.00, 2.54,10.36,264.21,1078.48,218.03,46.78,23.81,0,18.27,8.33
42,43008.89,0,7.00, 2.08,8.02,188.29,743.55,181.06,65.63,32.18,0,56.16,10.13
43,44010.96,0,6.00, 2.64,13.48,265.89,1486.87,196.13,57.36,37.21,0,56.40,11.47
44,45013.56,0,6.00, 3.51,14.59,377.79,1575.62,130.22,24.29,34.63,0,49.98,4.40
45,46015.39,0,7.00, 2.79,13.27,286.51,1462.06,194.91,20.57,31.82,0,44.10,6.00
46,47017.05,0,7.00, 3.15,14.12,324.87,1507.15,170.03,7.37,26.93,0,36.75,3.60
47,48018.05,0,6.00, 3.62,15.00,376.03,1630.28,118.30,15.26,24.59,0,32.45,4.07
48,49021.74,0,7.00, 2.75,12.58,274.70,1371.24,185.09,26.78,25.03,0,31.32,5.93
49,50024.23,0,6.00, 1.87,7.66,156.34,639.80,156.98,81.11,36.25,0,41.28,13.67
50,51026.78,0,7.00, 3.67,15.45,387.33,1737.92,110.19,6.31,30.26,0,13.30,2.00
51,52029.61,0,7.00, 3.78,15.59,413.77,1772.31,95.16,9.36,26.08,0,12.51,2.53
52,53033.71,0,7.00, 3.50,14.97,351.53,1623.52,124.78,22.50,25.36,0,14.51,5.47
53,54035.15,0,7.00, 2.36,9.98,234.97,1029.17,204.61,50.15,30.32,0,21.64,9.53
54,55036.26,0,6.00, 3.27,15.14,388.82,1850.64,264.50,17.48,27.75,0,20.81,5.87
55,56037.87,0,6.00, 3.75,14.90,407.50,1606.39,104.79,9.64,24.13,0,18.57,2.00
56,57040.30,0,6.00, 2.93,12.66,302.06,1336.37,181.24,22.37,23.78,0,19.33,5.07
57,58043.90,0,6.00, 3.88,15.29,437.75,1699.12,80.03,35.77,26.18,0,22.62,6.00
58,59046.03,0,7.00, 2.63,10.98,261.55,1130.89,165.59,38.68,28.68,0,25.83,7.27
59,60049.00,0,6.00, 2.69,10.89,272.48,1129.28,196.10,78.86,38.71,0,36.44,10.53
60,61051.36,0,7.00, 3.03,13.32,306.70,1441.31,176.02,17.84,34.54,0,21.56,3.93
61,62053.97,0,6.00, 3.15,15.07,374.91,1912.91,260.61,25.55,32.74,0,22.36,7.27
62,63055.28,0,6.00, 2.96,13.32,291.92,1359.64,171.32,18.75,29.94,0,21.64,6.13
63,64058.15,0,7.00, 1.72,6.13,144.83,489.27,169.61,82.24,40.40,0,33.76,12.93
64,65061.21,0,6.00, 2.71,12.09,259.70,1183.51,179.30,21.01,36.52,0,23.56,6.00
65,66062.54,0,5.00, 3.17,13.22,314.31,1303.93,145.87,8.53,30.93,0,20.56,2.73
66,67063.56,0,4.00, 2.74,10.93,279.23,1141.87,195.62,40.59,32.86,0,24.56,6.13
67,68065.23,0,3.00, 3.46,15.12,360.80,1713.67,140.07,8.40,27.97,0,11.63,2.33
68,69067.38,0,2.00, 2.31,10.09,217.79,1035.70,182.71,48.59,32.09,0,19.02,8.80
69,70070.72,0,1.00, 3.00,14.25,306.91,1615.96,150.56,13.70,28.41,0,14.77,3.80
