0,0,0,3000,3000.00,20.00,142.14,427.33,11330.63,1
1,1,0,3000,3000.00,20.00,427.54,1030.27,5647.37,0
2,2,0,3000,3000.00,20.00,1030.45,1643.18,5440.23,0
3,3,0,3000,3000.00,20.00,1643.36,2236.69,5723.80,0
4,4,0,3000,3000.00,20.00,2236.90,2839.86,5758.43,0
5,5,0,3000,3000.00,20.00,2840.01,3442.82,5647.77,0
6,6,0,3000,3000.00,20.00,3443.01,4055.69,5440.81,0
7,7,0,3000,3000.00,20.00,4055.85,4649.18,5724.43,0
8,8,0,3000,3000.00,20.00,4649.33,5252.36,5758.28,0
9,9,0,3000,3000.00,20.00,5252.58,5855.36,5647.04,0
10,10,0,3000,3000.00,20.00,5855.52,6468.19,5441.20,0
11,11,0,3000,3000.00,20.00,6468.34,7061.72,5724.14,0
12,12,0,3000,3000.00,20.00,7061.95,7664.90,5759.02,0
13,13,0,3000,3000.00,20.00,7665.09,8267.84,5647.58,0
14,14,0,3000,3000.00,20.00,8267.96,8880.77,5440.82,0
15,15,0,3000,3000.00,20.00,8880.95,9474.25,5724.60,0
16,16,0,3000,3000.00,20.00,9474.45,10077.44,5758.81,0
17,17,0,3000,3000.00,20.00,10077.65,10680.40,5647.75,0
18,18,0,3000,3000.00,20.00,10680.62,11293.26,5440.96,0
19,19,0,3000,3000.00,20.00,11293.45,11886.80,5724.05,0
20,20,0,3000,3000.00,20.00,11887.01,12489.95,5759.45,0
21,13,3,200,200.00,20.00,12490.21,12622.14,3371.32,0
21,13,4,200,200.00,20.00,12490.25,12681.26,1688.83,0
21,13,13,200,200.00,20.00,12490.30,12681.44,1686.45,0
21,13,14,200,200.00,20.00,12490.34,12740.77,1124.21,0
21,13,15,200,200.00,20.00,12490.37,12799.97,843.59,0
21,13,16,200,200.00,20.00,12490.41,12800.08,843.24,0
21,13,24,200,200.00,20.00,12490.49,12820.49,776.55,0
21,13,23,200,200.00,20.00,12490.45,12820.61,776.11,0
22,21,0,3000,3000.00,20.00,12820.74,13416.29,5723.98,0
23,14,3,200,200.00,20.00,13516.67,13538.51,3508771.93,0
23,14,4,200,200.00,20.00,13516.69,13538.64,1869158.88,0
23,14,13,200,200.00,20.00,13516.72,13562.15,8515.71,0
23,14,14,200,200.00,20.00,13516.74,13618.35,3560.30,0
23,14,15,200,200.00,20.00,13516.77,13680.87,3200.15,0
23,14,16,200,200.00,20.00,13516.80,13681.09,1257861.64,0
23,14,23,200,200.00,20.00,13516.83,13737.11,3572.00,0
23,14,24,200,200.00,20.00,13516.86,13800.06,3178.64,0
23,14,1,400,400.00,20.00,13737.27,13855.79,7182.23,0
23,14,2,400,400.00,20.00,13737.30,13918.56,6376.53,0
24,14,21,400,400.00,20.00,13737.34,14037.19,3372.82,0
25,22,0,3000,3000.00,20.00,13918.75,15187.51,5380.50,0
26,23,0,3000,3000.00,20.00,15187.72,15790.50,5858.20,0
27,24,0,3000,3000.00,20.00,15790.71,16393.42,5743.73,0
28,25,0,3000,3000.00,20.00,16593.86,16996.62,7848.96,0
29,17,1,200,200.00,20.00,16996.88,17057.83,3125000.00,0
29,17,2,200,200.00,20.00,16996.91,17115.74,3454.89,0
29,17,3,200,200.00,20.00,16996.95,17176.23,3308.57,0
29,17,4,200,200.00,20.00,16996.98,17176.34,2298850.57,0
29,17,10,200,200.00,20.00,16997.01,17234.38,3447.50,0
