479.00,0,0.00
1479.79,1,0.00
2480.58,2,0.00
3481.32,3,0.00
4482.16,4,0.00
5482.96,5,0.00
6483.75,6,0.00
7484.51,7,0.00
8485.27,8,0.00
9486.06,9,0.00
10486.86,10,0.00
11487.63,11,0.00
12488.42,12,0.00
13489.19,13,0.88
14489.93,14,0.75
15490.73,15,0.00
16491.52,16,0.00
17492.25,17,1.00
18493.00,18,1.00
19493.73,19,2.00
20494.50,20,2.00
21495.30,21,0.25
22496.09,22,0.00
23496.82,23,0.00
24497.52,24,0.88
25498.29,25,0.88
26499.06,26,0.75
27499.87,27,2.00
28500.57,28,0.56
29501.30,29,0.70
